check_stop,sentiment
jadi juara harap kes turun vaksin alhamdulillah syukur kes turun moga rantaian covid jayanya 🙏,positive
trok hadapi pkp disiplin ikut arahan kerajaan bila ahli politik angkara rakyat hadap balik pkp tidak marah kerja kali,negative
solat hajat solat sunat lingdungi kena sujud kpda kurang berdoa baca yasin jauhkan sga penyakit,positive
tidak raya silap bulan pkp bagus tidak yah beli baju kuih duduk umah pakai kain batik layan tv,neutral
buka sek dengn angka 👍 👍 👍 kes mencanak nek sek baguss,negative
salahkan gov tak rentas negeri melupoq ampa balik tengok sebelah rumah branak bila buka ampa brcuti tak ampa usung tiri lelaki ampa kes naik salahkan gov bukan masuk pkiaq bunda larat menteri ikut juboq ampa tengok ampa kanninaa,neutral
serious kkm report pasal roland,neutral
syorkan lockdown malaysia baru boleh kawal tidak jangan harap boleh turun saringan kawasan masa lockdown boleh putus covid,neutral
naik cantik disitu ❤,negative
kerajaan ikut tertulis quran sia pkp kali tak abih covid,negative
pkpb kedai makan tidak bawa alas duduk kerusi kedai makan banyak duduk pergi sampai malam masjid bawa sejadah solat lama solat jumaat jam boleh tidak solat tak ikut bila masjid berhajat rumah keberkatan,neutral
tidak payah pkp menyusahkan rakyaat penting ikut sop kagak,negative
minggu expired pkp,neutral
turun kluster banyak kerja tapi kerajaan suruh kerja surau masjid amalan menghadap tuhan suci tutp kuat politik,negative
pkp minggu reda,neutral
covid senang kena tapi banyak tidak mengaparcaya toto susah kena tapi banyak percaya,negative
alhamdulillah syukur jangan rentas negeri sampai kes tinggal digit tidak sah naik balik,positive
kes duduk turun elok mall esok start boleh back normal kedai makan boleh makan kedai tengok naik kes,negative
bila rehat jumpa bini jumpa family 😢 😢 bila tengok wad letih tengok kes naik pesakit positif masuk wad ramai kena umur warga emas mental koyak jaga diri balik kampung duduk serabut,negative
service betukar tgn,neutral
kedai sunyi tidak mall zombie tidak masjid masuk terhad jalan raya kereta kurang budak tidak boleh pergi sekolah tuisyen tapi kes ribu raban mende weihh terima hakikat kena hidup en covid berkurung pkp sampai hapa,negative
alhamdulillah bersyukur,positive
tahan sikit nafsu bebas wehh patuh wehh rayaa wehh kesian anak rantau balik jumpa bonda ayahda tidak 🙏 🙏 🙏 🙏,negative
kena demonstrasi baru pkp,neutral
amalkan almathurat solat subuh solat maghrib hasbunal wanikmal waqil nikmalmau wanikmannasiir,neutral
alhamdulillah kes negara turun hambamu bersyukur,positive
kematian 😭,negative
kes terkawal pru frontliners risau ahli politik malaysia,negative
manipulative figures parliament remain closed,negative
kelab malam tutup masjid terhad pasal covid tidak habis membenarkan batil,negative
positive covid boleh bebas kes meningkat bukan ramai tidak patuhi sop tapi salah tidak kurantin diri media tv mungkin boleh banyak peringatan kekal home kurantin disahkan positive tapi tidak demam bergeja tidak boleh bebas awam menjangkiti,negative
semangat sikit target ribu sehari,negative
menteri ikut sop puak lama ikut bahaya baik islam nabi pesan setahun ikut suruh tapi tidak selesai mari rapatkan saf semoga dirahmati betapa rapatkan saf kali berjemaah imam berulang ulang kali,positive
selagi kesana kesini tak habis,negative
awatt,negative
alhamdulillah syukur nikmat taala melindugi musibah dirahmati taala,positive
alhamdulli tak semoga covid cepat hilang bumi malaysia amin,positive
terima kasih ikhlas berusaha jangan buruk sangka,positive
something wrong covid negara ujikaji pasal covid bjangkit minyak hitam kereta pisang betik negara tak covid,negative
alhamduli kes sembuh tinggi tahniah kkm,positive
wow baru cocok atasan nampak turun kes 🤣 🤣 🤣 vaksin haa tepookk,negative
alahai kes baru angka sampai bila pkp tamat,negative
stay safe wait vaccine pray hard no new strains vaccine cannot effective,neutral
harap rentas negeri benarkan lama tidak balik kampung rindu,neutral
alhamdulillah semoga berkurang balik kampung raya cium 😢,positive
penurunan amin,positive
viruses know hv contained third wave spread begin fourth wave bravo rock,negative
menguji tahap keimanan sabar redha ketentuan bila penyakit usaha ikhtiar perbanyakkan berdo mengingati disamping mematuhi sop moga anugerahkan terbaik,positive
kes turun tidak swab test kontak rapat,negative
tetiba naik kes,negative
alhamdulillah ramai sembuh terima kasih frontliner menggalas tanggungjawab menjaga insan dipilih semoga lindungan rahmat inshaal ramai mendoakan,positive
naik bahaya,negative
guy getting minister salary update us situation,negative
semoga memutuskan covid cepat bapa tidak risau unuk menghantar anak sekolah mari jaga lindung diri lindung,positive
setuju total lockdown bukan penting diri tapi landaikan balik kes positif memandangkan gelombang tiada simptom positif,negative
sribu sratus pelik 🤔,negative
semogee turun kess rindu balik kampung daa 🙇,positive
alhamdulillah menurun semoga cepat sembuh,positive
selagi sektor kilang tidak selagi tulah angka naik ddk ikut sop merana sedih wei,negative
alhamdulillah kes sembuh melebihi kes baharu disiplin pkp zero toksah ngado keluar berjombik doh 😊,positive
alhamdulillah semoga angka menurun,positive
purpose telling us daily numbers anymora know people tested positive no one reached quietly endured pain misery confines house support us anymora no need report numbers honestly,negative
hidden potentiality covid cluster coming soon ampang town far non compliance sop concerned come personally together relevant government authorities check going situation especially monday,neutral
katil dikosongkan katil pesakit,neutral
duduk tengok kes naik 🤔 ikut sop terperap bpa lama ag yea kluster kilang swab test pelik arr,negative
asingkan kes saringan pekerja asing kes tempatan tengok actual angka,neutral
mengekalkan top well done champion 🏆,positive
pru turun jadi single digit darurat tarik balik,negative
berdoa patuhi sop semoga dilindungi ameen,neutral
harap tidak rentas negeri hadkan penting perketatkan sop kesian rakyat marhaen baru start smu ekonomi kuarga,negative
boleh rentas negeri zon hijau mkm bncg menteri pertahanan lega boleh balik kmpung puasa,positive
wauu cluster kilang 😂,neutral
boss frontliner kkm anugerah boss frontliner kpm tidak tahniah,positive
looking statistic school still allow open really hurry back school physically think teachers students cleaners gardeners etc aspect,negative
total lockdown darurat pkp kes baru jaa kilang kena tutup minggu,neutral
alhamdulillah tiada kegembiraan terbatas masa turun angka covid,positive
susah percaya penyakit mudah berjangkit tidak ubat tapi ramai boleh sembuh tidak lawak mati takdir kerja tuhan tidak covid harix kematian,negative
alhamdulillah tahniah berkurang kekalkan sop ramadhan beraya inshaal boleh,positive
pkp tidak gagal tapi kegagalan rakyat malaysia mendisiplinkan diri punca kegagalan sikap mementingkan diri tidak boleh terima teguran ketegasan berkuasa punca kegagalan,negative
saringan kurangkan,negative
semoga malaysia dilindungi covid kesihatan petugas rakyat malaysia,positive
duduk rumah faham tidak payah base stress duduk umah baloh anok sntiasa kena moga 🤣 🤣 anak stress duduk umah,negative
kes turun banyak kkm swap test logik kes turun swap test tidak ramai,negative
redha bersedia mental fizikal hidup norma baru jaga sop bertenang berdoa banyak 😭,neutral
walaupun trend penurunan kebelakangan jangan ambil sikap alpha lalai harap lockdown sepenuhnya mungkan nampak hasil positif,positive
kluster lama aktif kes baharu kluster teratai hentian,negative
well done brunei authorities,positive
kes masuk kes sembuh banyak tapi heboh hospitl kritekel sembng kari saja,negative
syukur puji tuhan semoga kes turun malaysia bebas covid,positive
keluarga patuh sop tidak keluar kerja keluar rumah beli barang dapur tidak pandai rentas negeri takut covid,neutral
kematian tinggi tapi tengok peratus hanya zero kadar peratusan kesembuhan meningkat,positive
pelan kayuh kes menurun,positive
sampai bila kerajaan ambil tindakan tegas cepat tepat,negative
alhamdulillah kes menunjukan penurunan semoga rakyat kesihatan dijauhi wabak frontliner terima kasih usaha penat panas pakai semoga usaha diberkati dipandang amin,positive
kemajuan bagus tapi mematuhi sop bila masa jangan lupa penalti naik tidak ganda berusaha mengamalkan sop gaya kehidupan baru 😷 😷 pakai mask fesyen setaraf perlindungan diluluskan mask sarung tangan sanitiser negative dijadikan assessori lifesty terbaru 😷,neutral
pkp ramai rakyat menderita jaga menteri jaga,negative
semoga dpat menunaikan solat tarawih surau masjid amin,positive
pkp banyak kerta pelik kena lockdown tak keluar,negative
lama angka ribu terima kasih frontliner harap rakyat malaysia bersabar bertahan sebulan jangan rentas negeri percaya turun kes positive,positive
alhamdulillah kes active drop berdisplin rakyat malaysia mengubahnya,positive
kes result swabtest bukan pkp kes turun laksanakan pkp kurang bgerak virus tidak merebak doa baik semoga pandemik beransur pulih tidak payah doa naik angka congrates malaysia jangan sampai kena,negative
alhamdulillah turun 🤲 🤲 semoga esok lusa turun ribu takziah meninggal dunia 🤲,positive
positif kena vaksin,neutral
tak percaya fakta kes covid lama kurang fakta menipu rakyat takut,negative
kkm frontliner sehabis baik hargai jasa pengorbanan terima kasih frontliner 👍,positive
nampak kes naik tapi kes tempatan banyak bukan kes import bermakna rakyat tmpatan bantah tak dengar cuti pkat brimpun sampai banyak sop tak tengok baru sampai tak ruang pkat balik bcuti penyakit bukan nampak tidak jadi hbh penyakit tidak boleh aduii pkiaq otak tuhan penyakit meningkat spa ssah susah aduii tak dengar btui,negative
alhamdulillah ribu total champion naib juara ikut sop mementara tunggu suntik vaksin,positive
sekejap turun kejap naik,neutral
momentum malaysia boleh,negative
terkawal sinar pelan jalan parit,negative
malaysia berjaya sifar kes bulan diteruskan vaksin maaf bukan berpolitik anti vaksin,neutral
alhamdulillah semoga turun tak jadi pkp zero kesian ramai peniaga gulung tikar harap pkp zero mkn gaji tak berniaga jalan,positive
result banyak balik raya cina banyak pending,negative
kes tnggi allahurabbi kematian tnggi bkklah msjid surau ptunjuk kuasa rptkan saf tkziah keluarga,negative
allahu baru lega esok start pkpb positive pkpp 😔,negative
bagus keutamaan pesakit kronik tapi kanak bayi diutamakan sistem imun lemah,negative
alhamdulillah menurun doa esok turun jangan lupa ikut sop menang,positive
daerah malaysia zon merah,negative
cuaca panas izin kes menurun penting ikut sop menang,positive
selangorku 😢,negative
lambat pkp negeri bertambah teruk punah ekonomi 😥 😥,negative
pkp longgar bah,negative
tutup kilang minggu tak negeri kes tinggi harian tapi negara extend pkp tidak adil,negative
muak pkp still jalan tapi kes tak menurun tinggi jalan penyelesaian kerajaan boleh tak perasaan asik suruh duduk rumah anak tidak sek 🤦 ‍ ♀️ 🤦 ‍ ♀️ belajar rumah tidak sek naik tak pkp kali bosan,negative
pkp jam berkurung rumah,neutral
bukan masalah politik masalah rakyat tak payah marah pergi cuti relex cehh beria marah kerajaan 😏,negative
tidak tutup sempadan negeri bercuti sakan tidak pkp balik tutup sempadan negeri suruh stay home tapi sempadan negeri buka tidak faham kerajaan kes ribu sekolah buka seramnya lepaskan anak sekolah 😥,negative
wow bagus boleh beli nombor ekor pusing angka kali cepat highlight angka nombor ekor,neutral
guana tidak boleh rentas negeri tapi kes boleh naik mendadak,negative
kkm tidak semburan besaran sanitasi china semburan naik truck bomba individu masuk mall ibadat awam masuk cubicle semburan sanitasi tak bahaya manusia baru boleh masuk tbst kastam airport mesin scan tapi jenis semburan sanitasi maybe pkara boleh prevent penyakit merebak nampak tapi impak munkin pndpt kkm admin tfikir bunda seperkara mohon rakyat gn mask ply medical jangan gn fabric pakai buang kesian tengok pekerja pembersihan kutip mask bsepah jalan jenis buang merata tak sivik fikir ihsan,negative
esok anak sekolah hanya doa baik saja semoga lindungi swt,negative
memintas selagor liga perdana tercorot jaga waspada 😊 😊 😊,neutral
rakyat ambil vaksin kes turunlah,positive
puji tuhan kes turun kes harap esok turun kes,positive
alhamdulillah negeri berkurang 🤲 mkn kena pandang serius jangan merentas negeri banyak kes jadikan pengajaran gagal 🤲 tidak larat hadap pkp lama habis duit simpanan niaga tidak boleh 🤲,negative
merentas daerah negeri tidak dibenarkan merentas desa dibenarkan,neutral
kes baru banyak kes sembuh komen kes baru kes sembuh kurang kes aktif melebihi tidak mangsa covid mampus bergelimpangan beramai ramai terkawal kerajaan,negative
stop saja pkp jangan rentas negeri saja majoriti kluster kerja,negative
baru pkpb taring 😂,negative
pkp tapi punca sektor utama wabak covid sektor perkilangan tapi sektor dibenarkan beroperasi setakat midi kilang sop tidak memadai kerna pekerja punca tinggal serumah beramai mananya jaga sop kerja warga asing ktakan tengok kluster kebanyakan berpunca warga asing sektor perkilangan merebak komuniti rakyat kurangkan rebakan wabak tapi buruk sektor peniagaan kecilan jarang kes wujud pekerja kecilan harap kkm hentikan sektor perkilangan safe contry,negative
alhamdulillah cepat sikit hilang covid bimbang anak alam persekolahan tika baru mengenal erti kehidupan,negative
meninggal zul yahya covid selesema pelik zul yahya,negative
kes riban tapi pkp tidak pkp longgar pkp tapi boleh mkn kedai bawa anak shopping mall sbnrnya tujuan pkp saja pkp keluar saman rakyat motif pkp,negative
fake mco work gov fear lockdown still open factories still increase sure good luck second home malaysia,negative
tidak rentas kes tinggi banyak kes kerja,negative
management selebihnya beribu ribu pekerja bawahan kerja kilang kerja balik umah jumpa anak bini jadi,negative
